"datasetID";"supportID";"rexaID";"author";"title";"venue";"year";"window";"mykey"
22;"95CD9917CAE64EC65C07257E171B6430CFAD5619";"32c4d28ceaa19d2a6906dfa39df99da7026c9cc5";"Douglas Burdick and Manuel Calimlim and Jason Flannick and Johannes Gehrke and Tomi Yiu";"MAFIA: A Performance Study of Mining Maximal Frequent Itemsets";"FIMI";"2003";"0.1 0.12 Min Sup (%) Time (s) NONE ADAPTIVE Compression on BMS-WebView-2 10 100 1000 10000 0 0.01 0.02 0.03 0.04 0.05 0.06 Min Sup (%) Time (s) NONE ADAPTIVE Figure 8. Compression on more sparse datasets Compression on <b>Chess</b> 1 10 100 1000 0 5 10 15 20 25 30 35 Min Sup (%) Time (s) NONE ADAPTIVE Compression on Pumsb 10 100 1000 10000 0 10 20 30 40 50 60 70 Min Sup (%) Time (s) NONE ADAPTIVE";1504
52;"96083689692AE21F865A1F42DFAC035F8E4F8E86";"1570e3547e5d0131eee5b25f40359409b8d8c396";"Rajesh Parekh and Jihoon Yang and Vasant Honavar";"Constructive Neural-Network Learning Algorithms for Pattern Classification";"";"";"Outputs represents the number of output classes, and Attributes describes the type of input attributes of the patterns. The real-world datasets <b>ionosphere</b>  pima, segmentation, and vehicle are available at the UCI Machine Learning Repository [34] while the 3-circles dataset was artificially generated. The 3-circles dataset comprises of 1800";1505
149;"96083689692AE21F865A1F42DFAC035F8E4F8E86";"1570e3547e5d0131eee5b25f40359409b8d8c396";"Rajesh Parekh and Jihoon Yang and Vasant Honavar";"Constructive Neural-Network Learning Algorithms for Pattern Classification";"";"";"Outputs represents the number of output classes, and Attributes describes the type of input attributes of the patterns. The real-world datasets ionosphere, pima, segmentation, and <b>vehicle</b> are available at the UCI Machine Learning Repository [34] while the 3-circles dataset was artificially generated. The 3-circles dataset comprises of 1800";1506
14;"96255EE83ABB19925C340F5124EA14A75D3D853F";"3c3eb7beca3f6ab6fcebe2863131fa3dbae6cb7f";"Yuh-Jeng Lee";"Smooth Support Vector Machines";"Preliminary Thesis Proposal Computer Sciences Department University of Wisconsin";"2000";"A medical application is also proposed here. A linear support vector machine (SVM) is used to extract 6 features from a total of 31 features in a dataset of 253 <b>breast</b> <b>cancer</b> patients. Five features are nuclear features obtained during a non-invasive diagnostic procedure while one feature, tumor size, is obtained during surgery. The linear SVM";1507
17;"96255EE83ABB19925C340F5124EA14A75D3D853F";"3c3eb7beca3f6ab6fcebe2863131fa3dbae6cb7f";"Yuh-Jeng Lee";"Smooth Support Vector Machines";"Preliminary Thesis Proposal Computer Sciences Department University of Wisconsin";"2000";"[37]. To evaluate the efficacy of SSVM, we compared computational times of SSVM with those of RLP and SV M k·k1 . We ran all tests on six publicly available datasets: the <b>Wisconsin</b> Prognostic <b>Breast</b> <b>Cancer</b> Database [34] and five datasets from the Irvine Machine Learning Database Repository [36]. It turned out that tenfold testing correctness of the SSVM is the";1508
15;"96255EE83ABB19925C340F5124EA14A75D3D853F";"3c3eb7beca3f6ab6fcebe2863131fa3dbae6cb7f";"Yuh-Jeng Lee";"Smooth Support Vector Machines";"Preliminary Thesis Proposal Computer Sciences Department University of Wisconsin";"2000";"[37]. To evaluate the efficacy of SSVM, we compared computational times of SSVM with those of RLP and SV M k·k1 . We ran all tests on six publicly available datasets: the <b>Wisconsin</b> Prognostic <b>Breast</b> <b>Cancer</b> Database [34] and five datasets from the Irvine Machine Learning Database Repository [36]. It turned out that tenfold testing correctness of the SSVM is the";1509
16;"96255EE83ABB19925C340F5124EA14A75D3D853F";"3c3eb7beca3f6ab6fcebe2863131fa3dbae6cb7f";"Yuh-Jeng Lee";"Smooth Support Vector Machines";"Preliminary Thesis Proposal Computer Sciences Department University of Wisconsin";"2000";"[37]. To evaluate the efficacy of SSVM, we compared computational times of SSVM with those of RLP and SV M k·k1 . We ran all tests on six publicly available datasets: the <b>Wisconsin</b> Prognostic <b>Breast</b> <b>Cancer</b> Database [34] and five datasets from the Irvine Machine Learning Database Repository [36]. It turned out that tenfold testing correctness of the SSVM is the";1510
53;"9648A3790C62CEE4253299F21368CE8028E3C8A6";"04c0b59b684ddc546667ac58aa34b51f6ecbf50f";"Eric P. Kasten and Philip K. McKinley";"MESO: Perceptual Memory to Support Online Learning in Adaptive Software";"Proceedings of the Third International Conference on Development and Learning (ICDL";"";"sizes and feature counts. Data Set Size Features Classes <b>Iris</b> 150 4 3 ATT Faces 360 10,304 40 Mult. Feature 2,000 649 10 Mushroom 8,124 22 2 Japanese Vowel 9,859 12 9 Letter 20,000 16 26 Cover Type 581,012 54 7 set. As such, no";1511
73;"9648A3790C62CEE4253299F21368CE8028E3C8A6";"04c0b59b684ddc546667ac58aa34b51f6ecbf50f";"Eric P. Kasten and Philip K. McKinley";"MESO: Perceptual Memory to Support Online Learning in Adaptive Software";"Proceedings of the Third International Conference on Development and Learning (ICDL";"";"contains continuous features, measuring features such as elevation or slope, and binary values indicating whether a pattern is a particular soil type. However, the <b>Mushroom</b> data set consists entirely of nominal values encoded as alpha characters converted to their ASCII equivalent for processing by MESO. In contrast, the ATT Faces data set comprises image pixel values of human";1512
1;"9689A0CB301FFED7D71BD2DD5DB76408B2CE7B4B";"b2d8d3d5275f9de64f7d1d58ed346fc673f94065";"Edward Snelson and Carl Edward Rasmussen and Zoubin Ghahramani";"Draft version; accepted for NIPS*03 Warped Gaussian Processes";"Gatsby Computational Neuroscience Unit University College London";"";"D t min t max N train N test creep 30 18 MPa 530 MPa 800 1266 <b>abalone</b> 8 1 yr 29 yrs 1000 3177 ailerons 4010Dataset Model Absolute error Squared errorcreep GP 16.4 654 4.46 GP + log 15.6 587 4.24 warped GP 15.0 554 4.19 abalone GP 1.53 4.79 2.19 GP + log 1.48 4.62 2.01 warped GP 1.47 4.63 1.96 ailerons GP 1.23 ×";1513
46;"96AD75FBED0DBED69A06F97797FAEC4C17FC06B0";"61172cddb9dbfd4d26caeeaa3a8a8deb58a26bb5";"Amaury Habrard and Marc Bernard and Marc Sebban";"IOS Press Detecting Irrelevant Subtrees to Improve Probabilistic Learning from Tree-structured Data";"Fundamenta Informaticae";"2004";"has 1000 examples with 42 different leaves, but has larger trees than the previous one. . We also use a sample proposed for the PKDD'02 discovery challenge 1 (dataset on <b>hepatitis</b> ; the transformation of data into trees is described in [19]. This dataset has 4000 examples with 253 leaves. Our experimental setup consists in adding noise in each dataset, as";1514
1;"9759C861982F9CE41EA0A61C8E8785C3DA6C770D";"3fe33086239c6beec412b11fde015871a85c6011";"Sally Jo Cunningham";"Dataset cataloging metadata for machine learning applications and research";"Department of Computer Science University of Waikato";"";"At UCI, for example, the documentation records range from the highly specific (for example, the <b>abalone</b> dataset record in Figure 1a) to the nearly non-existent (the ""undocumented databases"" directory at UCI, as typified by the economic sanctions data description in Figure 1b). This variability is not";1515
153;"9759C861982F9CE41EA0A61C8E8785C3DA6C770D";"3fe33086239c6beec412b11fde015871a85c6011";"Sally Jo Cunningham";"Dataset cataloging metadata for machine learning applications and research";"Department of Computer Science University of Waikato";"";"University of ;;;Pazzani AAAI-86 or EWSL-88 Tasmania GPO Box 252C, Hobart, Tasmania 7001, Australia (c) Date received: December 1995 (a) portion of abalone data description (b) <b>economic <b>sanctions</b> /b> dataset header Figure 1. Content independent catalog samples from the UCI ML dataset repository content-dependent: In comparison to content-independent metadata, content-dependent descriptors are directly";1516
14;"979447A2F4B90A03DBDAA977E8B4F37795DB0A18";"f820b10d6723504d343c9741f7333fbc3393fd05";"Lorne Mason and Jonathan Baxter and Peter L. Bartlett and Marcus Frean";"Boosting Algorithms as Gradient Descent";"NIPS";"1999";"0% noise - AdaBoost 0% noise - DOOM II 15% noise - AdaBoost 15% noise - DOOM II Figure 2: Margin distributions for AdaBoost and DOOM II with 0% and 15% label noise for the <b>breast</b> <b>cancer</b> and splice data sets. Given that AdaBoost does suffer from overfitting and is guaranteed to minimize an exponential cost function of the margins, this cost function certainly does not relate to test error. How does the";1517
151;"979447A2F4B90A03DBDAA977E8B4F37795DB0A18";"f820b10d6723504d343c9741f7333fbc3393fd05";"Lorne Mason and Jonathan Baxter and Peter L. Bartlett and Marcus Frean";"Boosting Algorithms as Gradient Descent";"NIPS";"1999";"These results show that DOOM II generally outperforms AdaBoost and that the improvement is more pronounced in the presence of label noise. -2 -1.5 -1 -0.5 0 0.5 1 1.5 2 2.5 3 3.5 Error advantage (%) Data set <b>sonar</b> cleve ionosphere vote1 credit breast-cancer pima-indians hypo1 splice 0% noise 5% noise 15% noise Figure 1: Summary of test error advantage (with standard error bars) of DOOM II over AdaBoost";1518
52;"979447A2F4B90A03DBDAA977E8B4F37795DB0A18";"f820b10d6723504d343c9741f7333fbc3393fd05";"Lorne Mason and Jonathan Baxter and Peter L. Bartlett and Marcus Frean";"Boosting Algorithms as Gradient Descent";"NIPS";"1999";"These results show that DOOM II generally outperforms AdaBoost and that the improvement is more pronounced in the presence of label noise. -2 -1.5 -1 -0.5 0 0.5 1 1.5 2 2.5 3 3.5 Error advantage (%) Data set sonar cleve <b>ionosphere</b> vote1 credit breast-cancer pima-indians hypo1 splice 0% noise 5% noise 15% noise Figure 1: Summary of test error advantage (with standard error bars) of DOOM II over AdaBoost";1519
56;"979447A2F4B90A03DBDAA977E8B4F37795DB0A18";"f820b10d6723504d343c9741f7333fbc3393fd05";"Lorne Mason and Jonathan Baxter and Peter L. Bartlett and Marcus Frean";"Boosting Algorithms as Gradient Descent";"NIPS";"1999";"the minimum of AdaBoost's test error and the minimum of the normalized sigmoid cost very nearly coincide. In the <b>labor</b> data set AdaBoost's test error converges and overfitting does not occur. For this data set both the normalized sigmoid cost and the exponential cost converge. In the vote1 data set AdaBoost initially";1520
69;"979447A2F4B90A03DBDAA977E8B4F37795DB0A18";"f820b10d6723504d343c9741f7333fbc3393fd05";"Lorne Mason and Jonathan Baxter and Peter L. Bartlett and Marcus Frean";"Boosting Algorithms as Gradient Descent";"NIPS";"1999";"0% noise - AdaBoost 0% noise - DOOM II 15% noise - AdaBoost 15% noise - DOOM II Figure 2: Margin distributions for AdaBoost and DOOM II with 0% and 15% label noise for the breast-cancer and <b>splice</b> data sets. Given that AdaBoost does suffer from overfitting and is guaranteed to minimize an exponential cost function of the margins, this cost function certainly does not relate to test error. How does the";1521
2;"97FC8CAD79557A06EBD7B79951BFEDC4855EC5B4";"74b68cad54c62b62b7ad64911291e2e0b0620dd8";"Bart Hamers and J. A. K Suykens";"Coupled Transductive Ensemble Learning of Kernel Models";"Bart De Moor";"2003";"0.16 5.08e-4 0.27 0.28 7.92e-4 0.21 0.21 8.37e-4 0.15 0.14 5.08e-4 0.24 0.24 8.34e-4 1 0 1 9.8e-5 1 2.7e-3 Table 2: Misclassification rates on a test set (Tic-Tac-Toe (TTT), Australian Credit Card Data Set (ACR) and the <b>ADULT</b> Data Set (ADULT)). The number of models is indicated by the second number in Table 1, example TTT11 is an ensemble model based on 11 individual models on, the TTT prediction. We";1522
20;"97FC8CAD79557A06EBD7B79951BFEDC4855EC5B4";"74b68cad54c62b62b7ad64911291e2e0b0620dd8";"Bart Hamers and J. A. K Suykens";"Coupled Transductive Ensemble Learning of Kernel Models";"Bart De Moor";"2003";"donated by Kohavi. It involves the prediction whether income exceeds 50,000 dollars a year based on <b>census</b> data. The original data set consists out of 48,842 observations each described by six numerical and eight categorical attributes. All the observations with missing values were removed from consideration. To show the use of our";1523
48;"97FC8CAD79557A06EBD7B79951BFEDC4855EC5B4";"74b68cad54c62b62b7ad64911291e2e0b0620dd8";"Bart Hamers and J. A. K Suykens";"Coupled Transductive Ensemble Learning of Kernel Models";"Bart De Moor";"2003";"models of both ensembles (uncoupled (left); coupled (right)). This shows the e®ect and improvement obtained by coupling of the learning processes for the individual submodels. 5.1.2 Boston <b>housing</b> Data Set The Boston housing data set is a multivariate regression data set of 506 cases in 14 attributes. It has two prototasks: NOX, in which the nitrous oxide level is to be predicted, and price MEDV, in";1524
143;"97FC8CAD79557A06EBD7B79951BFEDC4855EC5B4";"74b68cad54c62b62b7ad64911291e2e0b0620dd8";"Bart Hamers and J. A. K Suykens";"Coupled Transductive Ensemble Learning of Kernel Models";"Bart De Moor";"2003";"0.16 5.08e-4 0.27 0.28 7.92e-4 0.21 0.21 8.37e-4 0.15 0.14 5.08e-4 0.24 0.24 8.34e-4 1 0 1 9.8e-5 1 2.7e-3 Table 2: Misclassification rates on a test set (Tic-Tac-Toe (TTT), <b>Australian Credit</b> Card Data Set (ACR) and the Adult Data Set (ADULT)). The number of models is indicated by the second number in Table 1, example TTT11 is an ensemble model based on 11 individual models on, the TTT prediction. We";1525
98;"97FC8CAD79557A06EBD7B79951BFEDC4855EC5B4";"74b68cad54c62b62b7ad64911291e2e0b0620dd8";"Bart Hamers and J. A. K Suykens";"Coupled Transductive Ensemble Learning of Kernel Models";"Bart De Moor";"2003";"donated by Quinlan and is one of the Credit Approval Databases which were used in the <b>Statlog</b> project. There 690 observations in this data set with six numerical and eight attributes. The optimal hyperparameters for the Gaussian RBF kernel are ¡ °, ¾ 2 ¢ = (9.03e2, 12.15) . All the ensembles were based on 10 submodels. Similar to all the";1526
101;"97FC8CAD79557A06EBD7B79951BFEDC4855EC5B4";"74b68cad54c62b62b7ad64911291e2e0b0620dd8";"Bart Hamers and J. A. K Suykens";"Coupled Transductive Ensemble Learning of Kernel Models";"Bart De Moor";"2003";"second layer we will always use the sparse formulation (7), with number of support models SM · q. This sparse solution also improves the performance as observed in the experiments. 5.2.1 <b>Tic-Tac-Toe</b> Data Set The Tic-Tac-Toe Endgame database is a UCI (Blake and Merz (1998)) data set contributed by Aha, encoding the complete set of possible board configurations at the end of the tictac-toe games. The";1527
14;"981CC13ED4946CBCA0911E170D39B43756AEA32B";"79b9012d7063a4c0e98d98ebd63d63044c8da997";"W. Nick Street";"A Neural Network Model for Prognostic Prediction";"ICML";"1998";"of the models to separate cases with favorable and unfavorable prognoses (see Section 3.3). 3 Experimental Results Computational experiments were performed on two very different <b>breast</b> <b>cancer</b> data sets. The first is known as Wisconsin Prognostic Breast Cancer (WPBC) and is characterized by a small number of cases, relatively high dimensionality, very precise values and almost no missing data. The";1528
17;"981CC13ED4946CBCA0911E170D39B43756AEA32B";"79b9012d7063a4c0e98d98ebd63d63044c8da997";"W. Nick Street";"A Neural Network Model for Prognostic Prediction";"ICML";"1998";"of the models to separate cases with favorable and unfavorable prognoses (see Section 3.3). 3 Experimental Results Computational experiments were performed on two very different <b>breast</b> <b>cancer</b> data sets. The first is known as <b>Wisconsin</b> Prognostic Breast Cancer (WPBC) and is characterized by a small number of cases, relatively high dimensionality, very precise values and almost no missing data. The";1529
15;"981CC13ED4946CBCA0911E170D39B43756AEA32B";"79b9012d7063a4c0e98d98ebd63d63044c8da997";"W. Nick Street";"A Neural Network Model for Prognostic Prediction";"ICML";"1998";"of the models to separate cases with favorable and unfavorable prognoses (see Section 3.3). 3 Experimental Results Computational experiments were performed on two very different <b>breast</b> <b>cancer</b> data sets. The first is known as <b>Wisconsin</b> Prognostic Breast Cancer (WPBC) and is characterized by a small number of cases, relatively high dimensionality, very precise values and almost no missing data. The";1530
16;"981CC13ED4946CBCA0911E170D39B43756AEA32B";"79b9012d7063a4c0e98d98ebd63d63044c8da997";"W. Nick Street";"A Neural Network Model for Prognostic Prediction";"ICML";"1998";"of the models to separate cases with favorable and unfavorable prognoses (see Section 3.3). 3 Experimental Results Computational experiments were performed on two very different <b>breast</b> <b>cancer</b> data sets. The first is known as <b>Wisconsin</b> Prognostic Breast Cancer (WPBC) and is characterized by a small number of cases, relatively high dimensionality, very precise values and almost no missing data. The";1531
59;"9834EC21D1762AFD5EC24E571C5FF019BCCD9314";"5dc7f8afb0d062322bf401745db703534477a4a0";"Shailesh Kumar and Melba Crawford and Joydeep Ghosh";"A versatile framework for labelling imagery with a large number of classes";"Department of Electrical and Computer Engineering";"";"for distinguishing some other pair of classes. Section 2 describes the Bayesian pairwise classifier (BPC) architecture with feature selection. Experimental results on the 26 class <b>letter recognition</b> dataset and, more importantly, the 11 class remote sensing dataset are presented in section 3. 2 Pairwise Classifier Architecture A C class problem is first decomposed into a set of C 2 # two class problems";1532
105;"9835B022A780977AE6A87B762AB51D920622E75E";"c8866c27be62693c5cedc3d78b570b889b75fa72";"Jonathan Eckstein and Peter L. Hammer and Ying Liu and Mikhail Nediak and Bruno Simeone";"The Maximum Box Problem and its Application to Data Analysis";"RUTCOR Rutgers Center for Operations Research Rutgers University";"2002";"1. Table 1 also indicates the number of observations for which some data values are missing. In our experiments, we removed the observations with missing values, with the exception of the <b>voting data</b> set, where almost half of the observations contained missing values. In this data set, there are sixteen attributes, and all of them are binary. In this case, we have substituted the missing binary";1533
44;"983C9D00A186B96FD243ED8F256126FD5AD747D8";"20b8d5b9285a402f14753a766e96889e990a99f3";"Bob Ricks and Dan Ventura";"Training a Quantum Neural Network";"NIPS";"2003";"an epoch refers to finding and fixing the weight of a single node. We also tried the randomized search algorithm for a few real-world machine learning problems: lenses, <b>Hayes</b> <b>Roth</b> and the iris datasets [19]. The lenses data set is a data set that tries to predict whether people will need soft contact lenses, hard contact lenses or no contacts. The iris dataset details features of three different";1534
53;"983C9D00A186B96FD243ED8F256126FD5AD747D8";"20b8d5b9285a402f14753a766e96889e990a99f3";"Bob Ricks and Dan Ventura";"Training a Quantum Neural Network";"NIPS";"2003";"an epoch refers to finding and fixing the weight of a single node. We also tried the randomized search algorithm for a few real-world machine learning problems: lenses, Hayes-Roth and the <b>iris</b> datasets [19]. The lenses data set is a data set that tries to predict whether people will need soft contact lenses, hard contact lenses or no contacts. The iris dataset details features of three different";1535
58;"983C9D00A186B96FD243ED8F256126FD5AD747D8";"20b8d5b9285a402f14753a766e96889e990a99f3";"Bob Ricks and Dan Ventura";"Training a Quantum Neural Network";"NIPS";"2003";"an epoch refers to finding and fixing the weight of a single node. We also tried the randomized search algorithm for a few real-world machine learning problems: <b>lenses</b>  Hayes-Roth and the iris datasets [19]. The lenses data set is a data set that tries to predict whether people will need soft contact lenses, hard contact lenses or no contacts. The iris dataset details features of three different";1536
56;"9872A1F4737BD87CE3D0838E6BBF87E0192D660C";"944b9d70eb0a01d18c91109dfeb566936461a194";"Alexander K. Seewald";"Meta-Learning for Stacked Classification";"Austrian Research Institute for Artificial Intelligence";"";"using only seven folds produces the exact same result. When removing the base-classifier dependent features, IBk is still the best classifier with an additional error on <b>labor</b>  the smallest dataset. In this case MLR, another high-bias and global learner, is equally good. So wemaytentatively conclude that for this meta-dataset, there seems to be no single feature which can predict the";1537
151;"989F68889B2F714489E9F1599337A63A4022C253";"d18b9cca12173a8ca3d5a781cadcf847442930f4";"Carlotta Domeniconi and Jing Peng and Dimitrios Gunopulos";"An Adaptive Metric Machine for Pattern Classification";"NIPS";"2000";"consists of q = 4 measurements made on each of N = 100 iris plants of J = 2 species; 2. <b>Sonar</b> data. This data set consists of q = 60 frequency measurements made on each of N = 208 data of J = 2 classes (``mines'' and ``rocks''); 3. Vowel data. This example has q = 10 measurements and 11 classes. There are total";1538
42;"989F68889B2F714489E9F1599337A63A4022C253";"d18b9cca12173a8ca3d5a781cadcf847442930f4";"Carlotta Domeniconi and Jing Peng and Dimitrios Gunopulos";"An Adaptive Metric Machine for Pattern Classification";"NIPS";"2000";"N = 208 data of J = 2 classes (``mines'' and ``rocks''); 3. Vowel data. This example has q = 10 measurements and 11 classes. There are total of N = 528 samples in this example; 4. <b>Glass</b> data. This data set consists of q = 9 chemical attributes measured for each of N = 214 data of J = 6 classes; 5. Image data. This data set consists of 40 texture images that are manually classified into 15 classes. The";1539
53;"989F68889B2F714489E9F1599337A63A4022C253";"d18b9cca12173a8ca3d5a781cadcf847442930f4";"Carlotta Domeniconi and Jing Peng and Dimitrios Gunopulos";"An Adaptive Metric Machine for Pattern Classification";"NIPS";"2000";"used were taken from the UCI Machine Learning Database Repository [10], except for the unreleased image data set. They are: 1. <b>Iris</b> data. This data set consists of q = 4 measurements made on each of N = 100 iris plants of J = 2 species; 2. Sonar data. This data set consists of q = 60 frequency measurements";1540
60;"989F68889B2F714489E9F1599337A63A4022C253";"d18b9cca12173a8ca3d5a781cadcf847442930f4";"Carlotta Domeniconi and Jing Peng and Dimitrios Gunopulos";"An Adaptive Metric Machine for Pattern Classification";"NIPS";"2000";"consists of q = 16 numerical attributes and J = 26 classes; 8. <b>Liver</b> data. This data set consists of 345 instances, represented by q = 6 numerical attributes, and J = 2 classes; and 9. Lung data. This example has 32 instances having q = 56 numerical features and J = 3 classes. Results:";1541
2;"98D6E2E3F83BB855FAEF19CF78C0CD69E6F4683F";"8931d2a4a8256ea88abea3ea3ac820fd421ce0b1";"Stephen D. Bay and Michael J. Pazzani";"Detecting Group Differences: Mining Contrast Sets";"Data Min. Knowl. Discov, 5";"2001";"3 This program is available from http://fuzzy.cs.Uni-Magdeburg.de/#borgelt/.Version 1.8 of his program is incorporated in the data mining tool Clementine. 18 issues. We used the following datasets which are summarized in Table 2. <b>Adult</b>  The Adult Census data contains information extracted from the 1994 CurrentPopulation Survey. There are variables such as age, working class, education, sex,";1542
20;"98D6E2E3F83BB855FAEF19CF78C0CD69E6F4683F";"8931d2a4a8256ea88abea3ea3ac820fd421ce0b1";"Stephen D. Bay and Michael J. Pazzani";"Detecting Group Differences: Mining Contrast Sets";"Data Min. Knowl. Discov, 5";"2001";"sized divisions by frequency (e.g. income) or interval width (e.g. age). Finally,we further randomly sampled the data to obtain a 1 in 1000 sample. Federal <b>Census</b> data is one of the most difficult data sets to mine because of the long average record width coupled with the high number of popular attribute-value pairs which occur frequently in many records. These two factors combine to result in many";1543
127;"98D6E2E3F83BB855FAEF19CF78C0CD69E6F4683F";"8931d2a4a8256ea88abea3ea3ac820fd421ce0b1";"Stephen D. Bay and Michael J. Pazzani";"Detecting Group Differences: Mining Contrast Sets";"Data Min. Knowl. Discov, 5";"2001";"example, if we are mining at a support difference of 10% and group A has a support of 11% we still need to mine group B as long as its support is non-zero. STUCCO was very fast and did well on all data sets, even on Mushroom and <b>IPUMS</b> which are among the most difficult data sets for mining algorithms. STUCCO was slower than Apriori on UCI Admissions by a factor of approximately three. This is probably";1544
73;"98D6E2E3F83BB855FAEF19CF78C0CD69E6F4683F";"8931d2a4a8256ea88abea3ea3ac820fd421ce0b1";"Stephen D. Bay and Michael J. Pazzani";"Detecting Group Differences: Mining Contrast Sets";"Data Min. Knowl. Discov, 5";"2001";"The Adult Census data contains information extracted from the 1994 CurrentPopulation Survey. There are variables such as age, working class, education, sex, hours worked, salary, etc. <b>Mushroom</b>  This data set describes mushrooms and their physical properties such as shape, odor, habitat, etc. Mushroom is not a true observational data set as the examples are not drawn from individual instances but rather";1545
14;"996D122EE2F4B1B9300F3A35CCD5424ABFCBF7FC";"bcdb5e21043b224589c8ba0c670a49d10f5f5580";"Igor Fischer and Jan Poland";"Amplifying the Block Matrix Structure for Spectral Clustering";"Telecommunications Lab";"2005";"are common benchmark sets with real-world data (Murphy & Aha, 1994): the iris, the wine and the <b>breast</b> <b>cancer</b> data set. Both our methods perform very well on iris and breast cancer. However, the wine data set is too sparse for context-dependent method: only 178 points in 13 dimensions, giving the conductivity too";1546
53;"996D122EE2F4B1B9300F3A35CCD5424ABFCBF7FC";"bcdb5e21043b224589c8ba0c670a49d10f5f5580";"Igor Fischer and Jan Poland";"Amplifying the Block Matrix Structure for Spectral Clustering";"Telecommunications Lab";"2005";"are common benchmark sets with real-world data (Murphy & Aha, 1994): the <b>iris</b>  the wine and the breast cancer data set. Both our methods perform very well on iris and breast cancer. However, the wine data set is too sparse for context-dependent method: only 178 points in 13 dimensions, giving the conductivity too";1547
109;"996D122EE2F4B1B9300F3A35CCD5424ABFCBF7FC";"bcdb5e21043b224589c8ba0c670a49d10f5f5580";"Igor Fischer and Jan Poland";"Amplifying the Block Matrix Structure for Spectral Clustering";"Telecommunications Lab";"2005";"are common benchmark sets with real-world data (Murphy & Aha, 1994): the iris, the <b>wine</b> and the breast cancer data set. Both our methods perform very well on iris and breast cancer. However, the wine data set is too sparse for context-dependent method: only 178 points in 13 dimensions, giving the conductivity too";1548
53;"996E461480D5974D242CD3AC5C6CE544311D43FA";"546cbe749d666efb8ff699628e535e0fd083f6bc";"Norbert Jankowski";"Survey of Neural Transfer Functions";"Department of Computer Methods, Nicholas Copernicus University";"";"sphere defined by this metric. The influence of input renormalization (using Minkovsky distance functions) on the shapes of decision borders is illustrated in Fig. 30 for the classical <b>Iris</b> flowers dataset (only the last two input features, x 3 and x 4 are shown, for description of the data cf. [89]). Dramatic changes in the shapes of decision borders for different Minkovsky metrices are observed.";1549
67;"996E461480D5974D242CD3AC5C6CE544311D43FA";"546cbe749d666efb8ff699628e535e0fd083f6bc";"Norbert Jankowski";"Survey of Neural Transfer Functions";"Department of Computer Methods, Nicholas Copernicus University";"";"results of RBF are not similar to the results of MLP. In some cases crossvalidation errors were twice as large using MLP than RBF (for example for the <b>DNA</b> dataset RBF gave 4.1% of error and was the best of all methods while MLP gave 8.8 % of errors and was on 12-th position, while for the Belgian Power data the situation is reversed, with MLP giving 1.7% of";1550
14;"9A4AB71FA8007EBC766C93E25181A097B2216D38";"5193dfc0a9d39b5f86fe360d6beff81aa9b7390e";"Nikunj C. Oza and Stuart J. Russell";"Experimental comparisons of online and batch versions of bagging and boosting";"KDD";"2001";"We tested bagging and boosting with decision trees only on some of the smaller datasets (Promoters, Balance, <b>Breast</b> <b>Cancer</b>  Car Evaluation) because the lossless decision tree algorithm is too expensive with larger datasets in online mode. Bagging and online bagging perform comparably";1551
17;"9A4AB71FA8007EBC766C93E25181A097B2216D38";"5193dfc0a9d39b5f86fe360d6beff81aa9b7390e";"Nikunj C. Oza and Stuart J. Russell";"Experimental comparisons of online and batch versions of bagging and boosting";"KDD";"2001";"learning and its effect on ensemble performance. 6. ACKNOWLEDGEMENTS The <b>Wisconsin</b> <b>Breast</b> <b>Cancer</b> dataset was obtained from the University of Wisconsin Hospitals, Madison from Dr. William H. Wolberg. The Forest Covertype is Copyrighted 1998 by Jock A. Blackard and Colorado State University. 7.";1552
15;"9A4AB71FA8007EBC766C93E25181A097B2216D38";"5193dfc0a9d39b5f86fe360d6beff81aa9b7390e";"Nikunj C. Oza and Stuart J. Russell";"Experimental comparisons of online and batch versions of bagging and boosting";"KDD";"2001";"learning and its effect on ensemble performance. 6. ACKNOWLEDGEMENTS The <b>Wisconsin</b> <b>Breast</b> <b>Cancer</b> dataset was obtained from the University of Wisconsin Hospitals, Madison from Dr. William H. Wolberg. The Forest Covertype is Copyrighted 1998 by Jock A. Blackard and Colorado State University. 7.";1553
16;"9A4AB71FA8007EBC766C93E25181A097B2216D38";"5193dfc0a9d39b5f86fe360d6beff81aa9b7390e";"Nikunj C. Oza and Stuart J. Russell";"Experimental comparisons of online and batch versions of bagging and boosting";"KDD";"2001";"learning and its effect on ensemble performance. 6. ACKNOWLEDGEMENTS The <b>Wisconsin</b> <b>Breast</b> <b>Cancer</b> dataset was obtained from the University of Wisconsin Hospitals, Madison from Dr. William H. Wolberg. The Forest Covertype is Copyrighted 1998 by Jock A. Blackard and Colorado State University. 7.";1554
19;"9A4AB71FA8007EBC766C93E25181A097B2216D38";"5193dfc0a9d39b5f86fe360d6beff81aa9b7390e";"Nikunj C. Oza and Stuart J. Russell";"Experimental comparisons of online and batch versions of bagging and boosting";"KDD";"2001";"for which we ran the bagging and boosting algorithms with decision trees was the <b>Car</b> Evaluation dataset from the UCI Repository. Figure 5 shows the learning curve. Batch and online bagging with decision trees perform almost identically (and always significantly better than a single decision tree).";1555
